Index,Tag,Atag,Btag,pIC50_MMP12,smiles,A_SortMax,B_SortMax,Final QC Purity,Generation-No,AB-MPS Score,ALogP,Acid pKa 1,Acid pKa 2,Acid pKa 3,Asphericity (3D),Basic pKa 1,Basic pKa 2,Basic pKa 3,Cumulative Charge (7.4),Eccentricity (3D),Formal Charge,Fraction Aromatic,Fraction Csp3,Fraction NO Atoms,Fraction PSA,Fraction Planar,Fractional PolarSASA,Fractional PolarSurfaceArea,Hydrophilic Volume,Hydrophobic Volume,Hydrophobic surface,InertialShapeFactor (3D),Ionization Category (7.4),Ionized Formal Charge,Ionized Number of Negative Atoms,Ionized Number of Positive Atoms,Ionized SMILES,KOWlogP,MPO Score,MPO.PET Score,MPO.v2 Score,Molecular Weight,NPR1 (3D),NPR2 (3D),Neutral SMILES,Number of Acceptor Lone Pairs,Number of Aromatic Atoms,Number of AromaticBonds,Number of AromaticRings,Number of Bonds,Number of C Atoms,Number of Csp3 Atoms,Number of Donor Hydrogens,Number of HAcceptors,Number of HDonors,Number of Heavy Atoms,Number of Heteroatoms,Number of NO Atoms,Number of NonAromaticRings,Number of Planar Ring Atoms,Number of Ring Assemblies,Number of Rings,Number of RotatableBonds,Number of Stereocenters,Ovality,PAMPA Category,PAMPA Comments,PAMPA Predicted value,PBF (3D),PHOSPHOLIPIDOSIS Amphiphilic vector,PHOSPHOLIPIDOSIS Predicted InVitro,PHOSPHOLIPIDOSIS Predicted InVivo,PSA,PolarSASA,PolarSASA (3D),PolarSurfaceArea,Quantitative Estimate of Drug-Likeness (QED),Radius of Gyration,RadiusOfGyration (3D),Rotational Volume,SASA,SASA (3D),SpherocityIndex (3D),SurfaceArea,Total Charge (7.4),Total Surface,Total Volume,Volume (3D),"mlCYP1A2 (HLM,3c)","mlCYP1A2 (HLM,3c) Gdns","mlCYP2C19 (HLM,3c)","mlCYP2C19 (HLM,3c) Gdns","mlCYP2C9 (HLM,3c)","mlCYP2C9 (HLM,3c) Gdns","mlCYP2D6 (HLM,3c)","mlCYP2D6 (HLM,3c) Gdns","mlCYP3A4 (HLM,3c)","mlCYP3A4 (HLM,3c) Gdns","mlClearance (HEP,h3c)","mlClearance (HEP,h3c) Gdns","mlClearance (HEP,m3c)","mlClearance (HEP,m3c) Gdns","mlClearance (MIC,h3c)","mlClearance (MIC,h3c) Gdns","mlClearance (MIC,m3c)","mlClearance (MIC,m3c) Gdns",mlCytotox (HEK293),mlCytotox (HEK293) Uncert,mlGSH (2c),mlGSH (2c) Gdns,mlHERG (2c),mlHERG (2c) Gdns,mlHERG (3c),mlHERG (3c) Gdns,mlLogD,mlLogD Gdns,mlMNT (2c),mlMNT (2c) Gdns,mlPAMPA (2c),mlPAMPA (2c) Gdns,"mlPGP (APER,mouse)","mlPGP (APER,mouse) Gdns",mlPGP (Papp AB),mlPGP (Papp AB) Gdns,mlPGP (h2c),mlPGP (h2c) Gdns,mlPGP (h4c),mlPGP (h4c) Gdns,mlPGP (m2c),mlPGP (m2c) Gdns,mlPGP (m4c),mlPGP (m4c) Gdns,mlPL (2c),mlPL (2c) Gdns,mlPPB (h3c),mlPPB (h3c) Gdns,mlPPB (human),mlPPB (human) Gdns,mlPPB (m3c),mlPPB (m3c) Gdns,mlPPB (mouse),mlPPB (mouse) Gdns,mlPPB (rat),mlPPB (rat) Gdns,mlPS (h3c),mlPS (h3c) Gdns,mlPS (m3c),mlPS (m3c) Gdns,"mlPapp (PGP,3c)","mlPapp (PGP,3c) Gdns","mlPapp (PGP,m3c)","mlPapp (PGP,m3c) Gdns",mlPhototox (2c),mlPhototox (2c) Gdns,mlSolubility (3c),mlSolubility (3c) Gdns,
1366,A28B16,A28,B16,4.5,CCOc1ccccc1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,29,90,,14.95,4.41,3.83,,,0.58,,,,1,0.99,0,0.64,0.12,0.21,0.21,0.64,0.27,0.26,55.91,331.11,333.12,0,Acidic,-1,1,0,CCOc1ccccc1-c1ccc(S(=O)(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)[O-])cc1,4.61,2.82,2,1.99,464.53,0.17,0.97,CCOc1c(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)cccc1,7,21,22,4,36,25,4,3,5,3,33,8,7,0,21,3,4,9,1,1.64,low,-,0.5,0.97,NULL,NEGATIVE,NEGATIVE,88.78,187.73,169.2,116.86,0.34,4.84,4.69,,694.85,656.6,0.18,445.86,-1,421.9,387.02,344.71,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,medium (3.7-20),fair,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.24,0.39,no flag,poor,inactive (<= 5),good,weak (<= 5),good,1.05,fair,neg,fair,low,poor,0.34,poor,1.16,fair,low (<= 3),poor,medium (4-10),poor,high (>3),poor,medium (4-10),poor,neg,best,high (>= 2),best,2.25,fair,high (>= 2),good,2.37,fair,2.27,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),poor,
1367,A28B17,A28,B17,Not Made,OCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,14,75,,14.79,3.47,3.83,,,0.7,,,,1,0.99,0,0.66,0.09,0.22,0.24,0.66,0.33,0.3,60.33,310.56,305.14,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccc(CO)cc2)cc1,3.12,3.12,2.44,2.12,450.51,0.11,0.96,O=C([C@@H](NS(c1ccc(c2ccc(CO)cc2)cc1)(=O)=O)Cc3c(c4[nH]c3)cccc4)O,7,21,22,4,35,24,3,4,5,4,32,8,7,0,21,3,4,8,1,1.62,low,-,0.37,0.76,NULL,NEGATIVE,NEGATIVE,98.71,217.2,217.22,127.86,0.33,5.06,4.94,,668.3,632.64,0.09,425.04,-1,403.85,370.89,326.19,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.2,0.36,no flag,poor,inactive (<= 5),good,weak (<= 5),best,0.21,poor,neg,poor,low,fair,0.29,poor,1.08,fair,high (> 3),poor,no (<= 2),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),fair,2.12,good,high (>= 2),poor,2.11,fair,2.16,best,high  (>= 80),good,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1368,A28B18,A28,B18,6.9,CCCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,3,>98,Gen-5,14.22,5.47,3.83,,,0.72,,,,1,0.99,0,0.64,0.15,0.18,0.19,0.64,0.26,0.24,50.71,342.09,346.3,0,Acidic,-1,1,0,CCCc1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)[O-])cc2)cc1,5.57,2.85,1.93,2.01,462.56,0.1,0.96,CCCc1ccc(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)cc1,6,21,22,4,36,26,5,3,4,3,33,7,6,0,21,3,4,9,1,1.65,low,-,0.57,0.76,NULL,NEGATIVE,NEGATIVE,81.91,181.7,164.93,107.64,0.31,5.32,5.14,,702.94,667.3,0.08,450,-1,428.21,392.81,344.37,low (<= 5/50%),good,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),fair,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.35,0.46,no flag,poor,inactive (<= 5),good,weak (<= 5),good,1.78,fair,neg,fair,med2high,poor,0.37,poor,1.15,poor,high (> 3),poor,medium (4-10),poor,high (>3),poor,high (> 10),poor,neg,best,high (>= 2),best,2.36,good,high (>= 2),good,2.37,fair,2.32,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),fair,
1369,A28B19,A28,B19,7.2,CCc1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,4,>98,,13.56,5.02,3.83,,,0.7,,,,1,0.99,0,0.66,0.12,0.19,0.2,0.66,0.27,0.25,50.71,327.64,329.77,0,Acidic,-1,1,0,CCc1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)[O-])cc2)cc1,5.08,2.95,2,2.11,448.53,0.12,0.95,CCc1ccc(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)cc1,6,21,22,4,35,25,4,3,4,3,32,7,6,0,21,3,4,8,1,1.63,low,-,0.54,0.76,NULL,NEGATIVE,NEGATIVE,81.93,181.7,169.24,107.64,0.35,5.06,4.88,,678.16,644.08,0.09,432.59,-1,411.71,378.36,337.16,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),fair,4.29,0.44,no flag,poor,inactive (<= 5),good,weak (<= 5),best,1.44,good,neg,poor,med2high,poor,0.34,poor,1.15,poor,high (> 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.26,best,high (>= 2),good,2.31,fair,2.28,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),poor,
1370,A28B20,A28,B20,6.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(OCc5ccccc5)c(F)c4,27,6,98,,16.11,5.85,3.83,,,0.81,,,,1,1,0,0.69,0.08,0.18,0.19,0.69,0.24,0.23,56.08,393.03,396.39,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccc(OCc3ccccc3)c(F)c2)cc1,6.03,2.27,1.83,1.44,544.59,0.07,0.98,O=C([C@@H](NS(c1ccc(c2cc(F)c(OCc3ccccc3)cc2)cc1)(=O)=O)Cc4c(c5[nH]c4)cccc5)O,7,27,28,5,43,30,3,3,5,3,39,9,7,0,27,4,5,10,1,1.72,low,-,0.57,0.76,NULL,NEGATIVE,NEGATIVE,90.26,187.73,174.26,116.86,0.2,6.44,6.29,,783.07,762.14,0.06,509.03,-1,486.65,449.11,395.47,low (<= 5/50%),good,low (<= 5/50%),good,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),poor,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),poor,low (< 17.8),fair,4.39,0.52,no flag,poor,inactive (<= 5),fair,weak (<= 5),good,1.89,fair,neg,good,low,poor,0.48,poor,1.17,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,best,high (>= 2),best,2.39,fair,high (>= 2),best,2.59,good,2.43,fair,high  (>= 80),good,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),poor,
1371,A28B21,A28,B21,5.2,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccccc4Oc5ccccc5,27,34,97,,15.2,5.63,3.83,,,0.51,,,,1,0.98,0,0.73,0.05,0.19,0.19,0.73,0.25,0.24,55.66,372.9,371.07,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccccc2Oc2ccccc2)cc1,5.26,2.27,1.91,1.44,512.58,0.2,0.9,O=C([C@@H](NS(c1ccc(c2c(Oc3ccccc3)cccc2)cc1)(=O)=O)Cc4c(c5[nH]c4)cccc5)O,7,27,28,5,41,29,2,3,5,3,37,8,7,0,27,4,5,9,1,1.67,low,-,0.53,0.9,NULL,NEGATIVE,NEGATIVE,88.87,187.73,171.65,116.86,0.24,4.96,4.82,,749.19,687.55,0.14,478.16,-1,459.95,428.55,372.84,low (<= 5/50%),good,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),fair,low (< 17.8),poor,4.34,0.47,no flag,poor,inactive (<= 5),fair,weak (<= 5),good,1.8,fair,neg,good,low,poor,0.45,poor,1.16,poor,high (> 3),poor,high (>10),poor,high (>3),poor,high (> 10),poor,neg,best,high (>= 2),best,2.34,fair,high (>= 2),best,2.49,good,2.45,best,high  (>= 80),fair,high  (>= 80),best,low (<= 50),good,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),poor,
1372,A28B22,A28,B22,4.6,Cc1cccc(C)c1c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,42,93,,12.53,5.05,3.83,,,0.62,,,,1,0.99,0,0.66,0.12,0.19,0.2,0.66,0.27,0.25,50.71,326.97,325.61,0,Acidic,-1,1,0,Cc1cccc(C)c1-c1ccc(S(=O)(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)[O-])cc1,5.14,2.95,2,2.11,448.53,0.15,0.95,Cc1c(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)c(C)ccc1,6,21,22,4,35,25,4,3,4,3,32,7,6,0,21,3,4,7,1,1.61,low,-,0.54,0.83,NULL,NEGATIVE,NEGATIVE,81.91,181.7,161.85,107.64,0.37,4.7,4.53,,672.87,624.62,0.14,436.67,-1,407.52,377.68,338.54,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.3,0.43,no flag,poor,inactive (<= 5),good,weak (<= 5),good,1.47,fair,neg,poor,med2high,poor,0.37,poor,1.18,poor,high (> 3),poor,low (2-4),poor,high (>3),poor,medium (4-10),poor,neg,best,high (>= 2),good,2.27,fair,high (>= 2),good,2.3,good,2.3,best,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),poor,
1373,A28B23,A28,B23,6.3,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc5OCOc5c4,27,15,94,,13.44,3.84,3.83,,,0.71,,,,1,0.99,0,0.64,0.09,0.24,0.25,0.64,0.29,0.3,62.32,311.09,302.92,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccc3c(c2)OCO3)cc1,4.1,3,2.13,2.17,464.49,0.11,0.96,O=C([C@@H](NS(c1ccc(c2cc3c(OCO3)cc2)cc1)(=O)=O)Cc4c(c5[nH]c4)cccc5)O,8,21,22,4,37,24,3,3,6,3,33,9,8,1,21,3,5,7,1,1.61,low,-,0.45,0.76,NULL,NEGATIVE,NEGATIVE,101.04,193.76,220.49,126.1,0.38,5.12,5.03,,667.37,639.3,0.1,419.53,-1,403.96,373.41,328.25,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.22,0.36,no flag,poor,inactive (<= 5),good,weak (<= 5),good,0.56,fair,neg,fair,low,fair,0.34,poor,1.11,fair,high (> 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.24,best,high (>= 2),good,2.18,fair,2.23,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1374,A28B24,A28,B24,5.2,COc1ccc(c(OC)c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,38,90,,15.34,4.04,3.83,,,0.67,,,,1,0.99,0,0.62,0.12,0.24,0.23,0.62,0.27,0.27,61.34,333.68,332.46,0,Acidic,-1,1,0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)[O-])cc2)c(OC)c1,4.2,2.79,2,1.95,480.53,0.13,0.97,COc1cc(OC)c(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)cc1,8,21,22,4,37,25,4,3,6,3,34,9,8,0,21,3,4,9,1,1.65,low,-,0.46,0.91,NULL,NEGATIVE,NEGATIVE,97.48,193.76,196.63,126.1,0.33,5.11,4.99,,706.25,673.4,0.14,464.62,-1,429.94,395.02,356.71,low (<= 5/50%),fair,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.22,0.36,no flag,fair,inactive (<= 5),good,weak (<= 5),good,0.66,fair,neg,good,low,fair,0.35,poor,1.19,poor,high (> 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.25,fair,high (>= 2),good,2.37,fair,2.23,good,high  (>= 80),fair,high  (>= 80),fair,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1375,A28B25,A28,B25,6.9,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(OC(F)(F)F)cc4,27,2,>98,Gen-7,14.34,6.19,3.83,,,0.78,,,,1,1,0,0.6,0.09,0.2,0.21,0.6,0.27,0.26,56.11,334.5,337.08,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccc(OC(F)(F)F)cc2)cc1,5.09,2.27,2,1.44,504.48,0.08,0.97,O=C([C@@H](NS(c1ccc(c2ccc(OC(F)(F)F)cc2)cc1)(=O)=O)Cc3c(c4[nH]c3)cccc4)O,7,21,22,4,38,24,3,3,5,3,35,11,7,0,21,3,4,9,1,1.65,low,-,0.52,0.77,NULL,NEGATIVE,NEGATIVE,90.52,187.73,179.5,116.86,0.25,5.57,5.63,,691.59,664.97,0.08,454.8,-1,427.59,390.61,344.37,low (<= 5/50%),good,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),fair,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.39,0.49,no flag,poor,inactive (<= 5),fair,weak (<= 5),fair,1.66,fair,neg,good,med2high,poor,0.31,poor,1.13,fair,low (<= 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.22,good,high (>= 2),best,2.34,good,2.22,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),poor,
1376,A28B26,A28,B26,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4c(F)c(F)c(F)c(F)c4F,27,50,,,12.59,5.1,3.83,,,0.67,,,,1,0.99,0,0.6,0.06,0.17,0.2,0.6,0.27,0.24,50.71,329,335.62,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2c(F)c(F)c(F)c(F)c2F)cc1,5.04,2.58,2,1.75,510.43,0.13,0.96,O=C([C@@H](NS(c1ccc(c2c(F)c(F)c(F)c(F)c2F)cc1)(=O)=O)Cc3c(c4[nH]c3)cccc4)O,6,21,22,4,38,23,2,3,4,3,35,12,6,0,21,3,4,7,1,1.65,low,-,0.54,0.86,NULL,NEGATIVE,NEGATIVE,82,181.7,160.52,107.63,0.18,5.06,5.05,,679.38,643.02,0.12,448.52,-1,417.63,379.72,332.7,low (<= 5/50%),good,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),fair,4.36,0.46,no flag,poor,inactive (<= 5),good,weak (<= 5),good,1.41,fair,neg,good,med2high,poor,0.32,poor,1.17,poor,low (<= 3),poor,no (<= 2),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.15,good,high (>= 2),good,2.35,good,2.2,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),fair,low (<= 50),best,neg,fair,medium (5 - 150 ug/ml),poor,
1377,A28B27,A28,B27,6.8,CC(=O)c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,8,94,,14.38,3.81,3.83,,,0.73,,,,1,0.99,0,0.64,0.09,0.21,0.23,0.64,0.31,0.28,59.11,324.14,319.58,0,Acidic,-1,1,0,CC(=O)c1ccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)[O-])cc2)cc1,3.72,3.03,2.15,2.19,462.52,0.1,0.96,CC(c1ccc(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)cc1)=O,7,21,22,4,36,25,3,3,5,3,33,8,7,0,21,3,4,8,1,1.63,low,-,0.44,0.76,NULL,NEGATIVE,NEGATIVE,97.04,208.54,207.36,124.71,0.34,5.25,5.13,,678.75,651.28,0.09,439.92,-1,416.62,383.25,335.11,low (<= 5/50%),fair,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.22,0.38,no flag,poor,inactive (<= 5),good,weak (<= 5),best,0.62,fair,neg,fair,low,fair,0.3,poor,1.09,fair,high (> 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.2,good,high (>= 2),fair,2.17,fair,2.21,good,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair,
1378,A28B28,A28,B28,5.1,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4cccc(Cl)c4Cl,27,45,98,,12.24,5.4,3.83,,,0.66,,,,1,0.99,0,0.66,0.06,0.19,0.2,0.66,0.27,0.25,50.71,328.08,328.65,0,Acidic,-1,1,0,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2cccc(Cl)c2Cl)cc1,5.33,2.65,1.95,1.82,489.37,0.13,0.98,O=C([C@@H](NS(c1ccc(c2c(Cl)c(Cl)ccc2)cc1)(=O)=O)Cc3c(c4[nH]c3)cccc4)O,6,21,22,4,35,23,2,3,4,3,32,9,6,0,21,3,4,7,1,1.62,low,-,0.55,0.9,NULL,NEGATIVE,NEGATIVE,81.98,181.7,167.06,107.63,0.32,4.84,4.92,,676.69,643.98,0.15,435.27,-1,410.62,378.79,341.28,low (<= 5/50%),good,low (<= 5/50%),fair,medium (5-6/50-90%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,medium (3.7-20),poor,medium (5.6-30.5),poor,low (< 12),good,low (< 17.8),fair,4.43,0.52,no flag,poor,inactive (<= 5),poor,weak (<= 5),fair,1.76,fair,neg,fair,med2high,poor,0.35,poor,1.2,poor,high (> 3),poor,low (2-4),poor,high (>3),poor,medium (4-10),poor,neg,best,high (>= 2),best,2.36,good,high (>= 2),good,2.28,good,2.37,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),good,low (<= 50),best,neg,poor,medium (5 - 150 ug/ml),poor,
1379,A28B29,A28,B29,4.9,OC(=O)/C=C/c1cccc(c1)c2ccc(cc2)S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O,27,35,95,,16.11,4.17,3.83,4.36,,0.69,,,,2,0.99,0,0.6,0.06,0.23,0.26,0.6,0.34,0.31,68.31,334.07,325.54,0,Acidic,-2,2,0,O=C([O-])/C=C/c1cccc(-c2ccc(S(=O)(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)[O-])cc2)c1,3.53,2.48,2,1.48,490.53,0.12,0.95,O=C(\C=C\c1cc(c2ccc(S(N[C@H](C(O)=O)Cc3c(c4[nH]c3)cccc4)(=O)=O)cc2)ccc1)O,8,21,22,4,38,26,2,4,6,4,35,9,8,0,21,3,4,9,1,1.67,low,-,0.09,0.76,NULL,NEGATIVE,NEGATIVE,114.02,244.04,264.26,144.93,0.26,5.58,5.52,,711.99,693.69,0.09,460.46,-2,439.57,402.38,349.85,low (<= 5/50%),good,low (<= 5/50%),fair,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),good,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),best,4.19,0.34,no flag,poor,inactive (<= 5),good,weak (<= 5),good,-0.11,fair,neg,good,low,good,0.31,poor,1.08,fair,low (<= 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,good,high (>= 2),good,2.17,best,high (>= 2),fair,2.11,fair,2.2,fair,high  (>= 80),fair,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),good,
1380,A28B30,A28,B30,Not Made,OC(=O)[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c3ccc(cc3)c4ccc(/C=C/N(=O)=O)cc4,27,10,0,Gen-7,15.14,4.05,3.83,,,0.79,,,,1,1,0,0.6,0.06,0.26,0.28,0.6,0.36,0.33,78.21,321.91,315.52,0,Acidic,-1,2,1,O=C([O-])[C@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc(-c2ccc(/C=C/[N+](=O)[O-])cc2)cc1,4,2.7,2,1.87,491.52,0.07,0.97,O=C([C@@H](NS(c1ccc(c2ccc(\C=C\[N+]([O-])=O)cc2)cc1)(=O)=O)Cc3c(c4[nH]c3)cccc4)O,9,21,22,4,38,25,2,3,6,3,35,10,9,0,21,3,4,9,1,1.67,low,charges out of test range,formal charge,-0.17,0.76,NULL,NEGATIVE,NEGATIVE,123.07,254.68,270.79,153.45,0.24,5.82,5.79,,703.86,692.98,0.07,463.01,-1,438.59,400.13,346.77,low (<= 5/50%),good,low (<= 5/50%),good,low (<= 5/50%),poor,low (<= 5/50%),good,low (<= 5/50%),fair,low (< 3.7),poor,medium (5.6-30.5),poor,low (< 12),best,low (< 17.8),good,4.2,0.36,no flag,poor,inactive (<= 5),good,weak (<= 5),good,0.86,fair,neg,good,low,fair,0.35,poor,1.1,poor,high (> 3),poor,medium (4-10),poor,high (>3),poor,no (<= 2),poor,neg,best,high (>= 2),good,2.23,good,high (>= 2),fair,2.22,poor,2.27,good,high  (>= 80),good,high  (>= 80),good,low (<= 50),best,low (<= 50),best,neg,fair,high (>= 150 ug/ml),fair
